,Address,Latitude,Longitude
183,103 CLEMENTI ST 14,1.378670708,103.76853840000001
184,103 EDGEFIELD PLAINS,1.289742097,103.8213757
185,103 GANGSA RD,1.3552822340000001,103.8903601
186,103 HENDERSON CRES,1.327346257,103.8527814
187,103 HOUGANG AVE 1,1.33668715,103.73805920000001
188,103 JLN RAJAH,1.325855463,103.91059890000001
189,103 JURONG EAST ST 13,1.34010929,103.8481846
190,103 LENGKONG TIGA,1.367695081,103.9584042
191,103 LOR 1 TOA PAYOH,1.334113387,103.8695237
192,103 PASIR RIS ST 12,1.3832150890000001,103.90065759999999
193,103 POTONG PASIR AVE 1,1.3706554869999998,103.8702689
194,103 RIVERVALE WALK,1.2746609690000001,103.8352798
195,103 SERANGOON NTH AVE 1,1.347696625,103.9462299
196,103 SPOTTISWOODE PK RD,1.3771307819999998,103.753556
197,103 TAMPINES ST 11,1.320643815,103.86163409999999
198,103 TECK WHYE LANE,1.4366212319999998,103.7809767
199,103 TOWNER RD,1.43136935,103.82889279999999
200,103 WOODLANDS ST 13,1.280701976,103.81335340000001
201,103 YISHUN RING RD,1.3982553180000001,103.904754
202,103A DEPOT RD,1.3832150890000001,103.90065759999999
203,103A EDGEFIELD PLAINS,1.2807369240000002,103.8131357
204,103A RIVERVALE WALK,1.397731275,103.9046854
205,103B DEPOT RD,1.397266608,103.9045384
206,103B EDGEFIELD PLAINS,1.320068866,103.8828181
207,103C EDGEFIELD PLAINS,1.329245367,103.90992370000001
208,104 ALJUNIED CRES,1.333298521,103.9366015
209,104 BEDOK RESERVOIR RD,1.345675021,103.8480329
210,104 BEDOK NTH AVE 4,1.2723985359999999,103.8256255
211,104 BISHAN ST 12,1.3489950030000002,103.7472582
212,104 BT PURMEI RD,1.3079587529999999,103.7999769
213,104 BT BATOK CTRL,1.450360834,103.8322642
214,104 C'WEALTH CRES,1.322949685,103.7691892
215,104 CANBERRA ST,1.378803995,103.76796879999999
216,104 CLEMENTI ST 14,1.289369275,103.8215381
217,104 GANGSA RD,1.3547843869999998,103.8903185
218,104 HENDERSON CRES,1.281025155,103.8244609
219,104 HOUGANG AVE 1,1.32780497,103.8532623
220,104 JLN BT MERAH,1.328425305,103.84414240000001
221,104 JLN RAJAH,1.336584653,103.7376233
222,104 JLN DUSUN,1.325634967,103.9098152
223,104 JURONG EAST ST 13,1.340108877,103.8491078
224,104 LENGKONG TIGA,1.367952786,103.9587026
225,104 LOR 1 TOA PAYOH,1.3343391690000002,103.8691589
226,104 PASIR RIS ST 12,1.382627459,103.90092990000001
227,104 POTONG PASIR AVE 1,1.3705931619999998,103.8710868
228,104 RIVERVALE WALK,1.274427547,103.8348788
229,104 SERANGOON NTH AVE 1,1.347205767,103.9466418
230,104 SPOTTISWOODE PK RD,1.3770816209999999,103.7528704
231,104 TAMPINES ST 11,1.319823545,103.8609797
232,104 TECK WHYE LANE,1.3207995909999999,103.85332779999999
233,104 TOWNER RD,1.436465871,103.7815769
234,104 WHAMPOA DR,1.4315267319999998,103.8284199
235,104 WOODLANDS ST 13,1.371827009,103.8388037
236,104 YISHUN RING RD,1.450360834,103.8322642
237,104A ANG MO KIO ST 11,1.280455613,103.81231770000001
238,104A CANBERRA ST,1.396805705,103.9050542
239,104A DEPOT RD,1.28903386,103.82148719999999
240,104A EDGEFIELD PLAINS,1.371511514,103.8384588
241,104A HENDERSON CRES,1.4503747230000001,103.831645
242,104B ANG MO KIO ST 11,1.28049144,103.8121008
243,104B CANBERRA ST,1.396608862,103.9053038
244,104B DEPOT RD,1.3719331590000001,103.8383303
245,104B EDGEFIELD PLAINS,1.44970558,103.8317739
246,104C ANG MO KIO ST 11,1.280546798,103.8115715
247,104C CANBERRA ST,1.4498641140000001,103.83247270000001
248,104C DEPOT RD,1.319468621,103.8827515
249,104D CANBERRA ST,1.3723132830000002,103.8376011
250,105 ALJUNIED CRES,1.3291443790000002,103.9091128
251,105 ANG MO KIO AVE 4,1.333722809,103.9365177
252,105 BEDOK RESERVOIR RD,1.3458949359999999,103.84736529999999
253,105 BEDOK NTH AVE 4,1.348572654,103.7471562
254,105 BISHAN ST 12,1.272483013,103.824703
255,105 BT BATOK CTRL,1.448864022,103.8323929
256,105 BT PURMEI RD,1.32271179,103.76988809999999
257,105 CANBERRA ST,1.28089298,103.8123553
258,105 CLEMENTI ST 12,1.397229386,103.9055909
259,105 DEPOT RD,1.378312421,103.76776329999998
260,105 EDGEFIELD PLAINS,1.290214202,103.8223568
261,105 GANGSA RD,1.353847285,103.89009420000001
262,105 HENDERSON CRES,1.280632398,103.8249355
263,105 HOUGANG AVE 1,1.3282655140000001,103.8541545
264,105 JLN BT MERAH,1.337387468,103.7385276
265,105 JLN RAJAH,1.325648315,103.9101122
266,105 JURONG EAST ST 13,1.340422641,103.8491094
267,105 LENGKONG TIGA,1.368437921,103.9575388
268,105 LOR 1 TOA PAYOH,1.334423732,103.8686968
269,105 PASIR RIS ST 12,1.382156131,103.9007119
270,105 POTONG PASIR AVE 1,1.370247459,103.870226
271,105 RIVERVALE WALK,1.340924594,103.9507425
272,105 SERANGOON NTH AVE 1,1.273800756,103.83448220000001
273,105 SIMEI ST 1,1.348093125,103.94717759999999
274,105 SPOTTISWOODE PK RD,1.37765002,103.7529943
275,105 TAMPINES ST 11,1.320813043,103.86134670000001
276,105 TECK WHYE LANE,1.4368447619999998,103.7815791
277,105 TOWNER RD,1.431860429,103.8282054
278,105 WOODLANDS ST 13,1.334006992,103.87043059999999
279,105 YISHUN RING RD,1.281071165,103.81140570000001
280,105A BIDADARI PK DR,1.396941332,103.9057295
281,105A DEPOT RD,1.280661187,103.8242584
282,105A EDGEFIELD PLAINS,1.3334740390000002,103.87049040000001
283,105A JLN BT MERAH,1.281108068,103.811133
284,105B BIDADARI PK DR,1.3972064640000001,103.9060023
285,105B DEPOT RD,1.397672035,103.9055988
286,105B EDGEFIELD PLAINS,1.397175309,103.9052296
287,105C EDGEFIELD PLAINS,1.31905495,103.88290090000001
288,105D EDGEFIELD PLAINS,1.371933703,103.83748609999999
289,106 ALJUNIED CRES,1.329501522,103.9093817
290,106 ANG MO KIO AVE 4,1.33445895,103.9370871
291,106 BEDOK RESERVOIR RD,1.346100701,103.8478472
292,106 BEDOK NTH AVE 4,1.333699478,103.87079609999999
293,106 BISHAN ST 12,1.348222309,103.74718850000001
294,106 BIDADARI PK DR,1.27298937,103.8256268
295,106 BT BATOK CTRL,1.308226033,103.79959129999999
296,106 BT PURMEI RD,1.4491376880000002,103.8327692
297,106 C'WEALTH CRES,1.321914673,103.7698152
298,106 CANBERRA ST,1.377902,103.7674123
299,106 CLEMENTI ST 12,1.289426079,103.8222768
300,106 GANGSA RD,1.353702971,103.8906808
301,106 HENDERSON CRES,1.328476558,103.8546989
302,106 HOUGANG AVE 1,1.328557712,103.8447968
303,106 JLN RAJAH,1.280242587,103.82452359999999
304,106 JLN DUSUN,1.337249651,103.7376747
305,106 JLN BT MERAH,1.325088459,103.9100088
306,106 JURONG EAST ST 13,1.340421956,103.848185
307,106 LENGKONG TIGA,1.36801255,103.9576531
308,106 LOR 1 TOA PAYOH,1.3341003359999999,103.8681713
309,106 PASIR RIS ST 12,1.3963918530000001,103.9082918
310,106 POTONG PASIR AVE 1,1.3824972919999998,103.9003213
311,106 PUNGGOL FIELD,1.3702446209999999,103.870823
312,106 RIVERVALE WALK,1.341885217,103.9508335
313,106 SERANGOON NTH AVE 1,1.273566738,103.8340582
314,106 SIMEI ST 1,1.347539192,103.94767540000001
315,106 SPOTTISWOODE PK RD,1.3779579880000001,103.7529316
316,106 TAMPINES ST 11,1.320317021,103.85847609999999
317,106 TECK WHYE LANE,1.4367694340000001,103.7822242
318,106 TOWNER RD,1.431478614,103.82745200000001
319,106 WOODLANDS ST 13,1.334139,103.87125970000001
320,106 YISHUN RING RD,1.448505769,103.8331009
321,106A BIDADARI PK DR,1.28061365,103.8109679
322,106A CANBERRA ST,1.2889917340000001,103.8224001
323,106A DEPOT RD,1.3405789540000002,103.8479348
324,106A HENDERSON CRES,1.396604861,103.9083441
325,106A LOR 1 TOA PAYOH,1.3336421109999999,103.87116479999999
326,106A PUNGGOL FIELD,1.4480429069999998,103.8332352
327,106B BIDADARI PK DR,1.280649504,103.8107509
328,106B CANBERRA ST,1.397094532,103.9079554
329,106B DEPOT RD,1.397366642,103.9075622
330,106B PUNGGOL FIELD,1.3976260669999998,103.90735809999998
331,106C PUNGGOL FIELD,1.3189646529999999,103.8842872
332,106D PUNGGOL FIELD,1.371384001,103.8373814
333,107 ALJUNIED CRES,1.3323174070000001,103.9363013
334,107 ANG MO KIO AVE 4,1.329870289,103.90922040000001
335,107 BEDOK NTH RD,1.3464176140000002,103.8479207
336,107 BEDOK RESERVOIR RD,1.347810885,103.7466088
337,107 BISHAN ST 12,1.273101655,103.82450859999999
338,107 BT BATOK WEST AVE 6,1.307946918,103.7996441
339,107 BT PURMEI RD,1.4491659119999998,103.8335069
340,107 C'WEALTH CRES,1.322254751,103.76996070000001
341,107 CANBERRA ST,1.3779846969999998,103.7667147
342,107 CLEMENTI ST 12,1.353463413,103.8904465
343,107 GANGSA RD,1.3278533270000001,103.85499370000001
344,107 HOUGANG AVE 1,1.279836902,103.8247578
345,107 JLN RAJAH,1.337754568,103.7380934
346,107 JLN BT MERAH,1.324954599,103.91017509999999
347,107 JURONG EAST ST 13,1.341233588,103.84729399999999
348,107 LENGKONG TIGA,1.367509667,103.9575189
349,107 LOR 1 TOA PAYOH,1.334709369,103.86841319999999
350,107 PASIR RIS ST 12,1.396934565,103.9077067
351,107 POTONG PASIR AVE 1,1.3830050130000002,103.9002725
352,107 PUNGGOL FIELD,1.369900404,103.87022490000001
353,107 RIVERVALE WALK,1.34216114,103.95048990000001
354,107 SERANGOON NTH AVE 1,1.273594959,103.8349179
355,107 SIMEI ST 1,1.3483642180000002,103.94815870000001
356,107 SPOTTISWOODE PK RD,1.378055381,103.7535882
357,107 TAMPINES ST 11,1.3197950859999998,103.8604358
358,107 TECK WHYE LANE,1.437298432,103.7822271
359,107 TOWNER RD,1.432294917,103.827952
360,107 WOODLANDS ST 13,1.322125917,103.77007979999999
361,107 YISHUN RING RD,1.307946918,103.7996441
362,107A CLEMENTI ST 12,1.449765172,103.83314240000001
363,107A C'WEALTH CRES,1.3971987940000001,103.9068258
364,107A CANBERRA ST,1.279865976,103.8255259
365,107A EDGEFIELD PLAINS,1.383211335,103.90008370000001
366,107A JLN BT MERAH,1.4491659119999998,103.8335069
367,107A RIVERVALE WALK,1.396837235,103.90724820000001
368,107B CANBERRA ST,1.4485609469999998,103.8338716
369,107B EDGEFIELD PLAINS,1.396621521,103.9076007
370,107C CANBERRA ST,1.396238035,103.9080073
371,107C EDGEFIELD PLAINS,1.3191751520000001,103.88532159999998
372,107D EDGEFIELD PLAINS,1.370966352,103.83820190000002
373,108 ALJUNIED CRES,1.332740092,103.9362235
374,108 ANG MO KIO AVE 4,1.330231922,103.909387
375,108 BEDOK NTH RD,1.346714989,103.8473984
376,108 BEDOK RESERVOIR RD,1.3474438530000001,103.7465021
377,108 BISHAN ST 12,1.273357314,103.8253458
378,108 BT BATOK WEST AVE 6,1.30754732,103.79908859999999
379,108 BT PURMEI RD,1.447766114,103.832223
380,108 C'WEALTH CRES,1.322123929,103.77026590000001
381,108 CANBERRA WALK,1.280864939,103.81014259999999
382,108 CLEMENTI ST 11,1.377596852,103.7672272
383,108 DEPOT RD,1.3527739330000002,103.89009320000001
384,108 GANGSA RD,1.328389357,103.8557509
385,108 HOUGANG AVE 1,1.279220088,103.82544140000002
386,108 JLN RAJAH,1.338380444,103.7372829
387,108 JLN BT MERAH,1.32456371,103.910131
388,108 JURONG EAST ST 13,1.341552529,103.84729509999998
389,108 LENGKONG TIGA,1.320554197,103.8594077
390,108 LOR 1 TOA PAYOH,1.367478779,103.95701770000001
391,108 MCNAIR RD,1.334720043,103.86792840000001
392,108 PASIR RIS ST 12,1.396498616,103.9088663
393,108 POTONG PASIR AVE 1,1.382811686,103.8997829
394,108 PUNGGOL FIELD,1.369901403,103.8712068
395,108 RIVERVALE WALK,1.3430195409999999,103.95100740000001
396,108 SERANGOON NTH AVE 1,1.273942277,103.8356593
397,108 SIMEI ST 1,1.347866464,103.94856159999999
398,108 SPOTTISWOODE PK RD,1.378324137,103.7529508
399,108 TAMPINES ST 11,1.437219087,103.7815768
400,108 TECK WHYE LANE,1.4323235509999999,103.829072
401,108 WOODLANDS ST 13,1.322258385,103.77014659999999
402,108 YISHUN RING RD,1.447760566,103.8312747
403,108A CLEMENTI ST 11,1.280864939,103.81014259999999
404,108A CANBERRA WALK,1.320554197,103.8594077
405,108A DEPOT RD,1.3679729569999999,103.95701690000001
406,108A MCNAIR RD,1.4481895169999999,103.8318569
407,108A PASIR RIS ST 12,1.319981244,103.8590051
408,108B CANBERRA WALK,1.447353301,103.8317962
409,108B MCNAIR RD,1.319844175,103.8594625
410,108C CANBERRA WALK,1.447771937,103.8319071
411,108C MCNAIR RD,1.319392918,103.8844399
412,108D CANBERRA WALK,1.370096538,103.8376878
413,109 ALJUNIED CRES,1.33205316,103.93493509999999
414,109 ANG MO KIO AVE 4,1.3296313659999999,103.9099022
415,109 BEDOK NTH RD,1.346750596,103.8479902
416,109 BEDOK RESERVOIR RD,1.347003767,103.7461704
417,109 BISHAN ST 12,1.273929399,103.8253108
418,109 BT BATOK WEST AVE 6,1.307249431,103.79893829999999
419,109 BT PURMEI RD,1.321980677,103.77077609999999
420,109 C'WEALTH CRES,1.377367365,103.7677488
421,109 CLEMENTI ST 11,1.355328589,103.8893763
422,109 GANGSA RD,1.279426714,103.8260869
423,109 HOUGANG AVE 1,1.338361705,103.7359112
424,109 JLN BT MERAH,1.324580762,103.9106975
425,109 JURONG EAST ST 13,1.341237271,103.8462025
426,109 LENGKONG TIGA,1.321420379,103.85910030000001
427,109 LOR 1 TOA PAYOH,1.36846368,103.95600909999999
428,109 MCNAIR RD,1.334863952,103.8674116
429,109 PASIR RIS ST 11,1.3954381269999998,103.9095324
430,109 POTONG PASIR AVE 1,1.383283171,103.89964140000001
431,109 PUNGGOL FIELD,1.3694335180000001,103.87051140000001
432,109 RIVERVALE WALK,1.3422579280000002,103.95012840000001
433,109 SERANGOON NTH AVE 1,1.274031873,103.8366527
434,109 SIMEI ST 1,1.347407807,103.9488118
435,109 SPOTTISWOODE PK RD,1.378659893,103.7520777
436,109 TAMPINES ST 11,1.327148176,103.8557009
437,109 TECK WHYE LANE,1.437520434,103.78095359999999
438,109 WHAMPOA RD,1.432799057,103.82864620000001
439,109 WOODLANDS ST 13,1.321669866,103.7703516
440,109 YISHUN RING RD,1.280957713,103.8094402
441,109A CLEMENTI ST 11,1.394721864,103.9098738
442,109A DEPOT RD,1.2809993720000001,103.80922530000001
443,109A EDGEDALE PLAINS,1.394956962,103.9096342
444,109B DEPOT RD,1.39517272,103.9092816
445,109B EDGEDALE PLAINS,1.395529913,103.90885959999999
446,109C EDGEDALE PLAINS,1.315320271,103.8602658
447,109D EDGEDALE PLAINS,1.274426047,103.8396715
448,11 BENDEMEER RD,1.326911375,103.9248839
449,11 CANTONMENT CL,1.321800289,103.9044243
450,11 CHAI CHEE RD,1.312367682,103.8521093
451,11 EUNOS CRES,1.309121159,103.8981255
452,11 FARRER PK RD,1.309053945,103.79406309999999
453,11 HAIG RD,1.301696391,103.8825787
454,11 HOLLAND DR,1.280249189,103.82527309999999
455,11 JLN BATU,1.33500895,103.8807063
456,11 JLN BT MERAH,1.337233443,103.85884109999999
457,11 JOO SENG RD,1.440393999,103.77794229999999
458,11 LOR 8 TOA PAYOH,1.308112642,103.8826938
459,11 MARSILING DR,,
460,11 PINE CL,1.379518487,103.75000279999999
461,11 ST. GEORGE'S RD,1.277366898,103.8186417
462,11 ST. GEORGE'S RD,1.338002612,103.7726033
463,11 TECK WHYE LANE,1.31423937,103.870914
464,11 TELOK BLANGAH CRES,1.28726394,103.8380303
465,11 TOH YI DR,1.286365781,103.8287899
466,11 UPP BOON KENG RD,1.321734557,103.90379420000001
467,11 YORK HILL,1.3366481140000002,103.85929499999999
468,11A BOON TIONG RD,1.308529027,103.8829526
469,11A EUNOS CRES,1.2861363270000001,103.8294805
470,11A LOR 8 TOA PAYOH,1.3199767470000001,103.8844393
471,11A PINE CL,1.37045937,103.8374193
472,11B BOON TIONG RD,1.3301448040000001,103.910318
473,110 ALJUNIED CRES,1.332472064,103.9348605
474,110 ANG MO KIO AVE 4,1.34740957,103.8480546
475,110 BEDOK RESERVOIR RD,1.347544439,103.7457968
476,110 BEDOK NTH RD,1.273804157,103.82705770000001
477,110 BISHAN ST 12,1.306798924,103.79865720000001
478,110 BT BATOK WEST AVE 6,1.322845078,103.7708988
479,110 BT PURMEI RD,1.281387539,103.8093625
480,110 C'WEALTH CRES,1.377863721,103.7681392
481,110 CLEMENTI ST 13,1.354805424,103.8896146
482,110 DEPOT RD,1.279747556,103.82669820000001
483,110 GANGSA RD,1.338870889,103.7362185
484,110 HOUGANG AVE 1,1.323653452,103.9108536
485,110 JLN BT MERAH,1.34194906,103.8461574
486,110 JURONG EAST ST 13,1.322079197,103.8590791
487,110 LENGKONG TIGA,1.3687756869999999,103.9563004
488,110 LOR 1 TOA PAYOH,1.3961240030000002,103.9092837
489,110 MCNAIR RD,1.383492335,103.9003124
490,110 PASIR RIS ST 11,1.36938351,103.87140749999999
491,110 PUNGGOL FIELD,1.3427527680000002,103.95019520000001
